,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane,resolution_outcome
451,ADDRESS,NYPD,New York City Police Department,4001560005,QUEENS,,,,SUNNYSIDE,2019-03-11T05:33:32.000,02 QUEENS,Noise - Residential,2019-03-11T02:29:23.000,SKILLMAN AVENUE,43 AVENUE,Banging/Pounding,2019-03-11T10:29:23.000,Precinct,41-30 46 STREET,11104,,,40.7462850236876,"{'type': 'Point', 'coordinates': [-73.918083868684, 40.746285023688]}",Residential Building/House,-73.91808386868443,MOBILE,QUEENS,Unspecified,2019-03-11T05:33:32.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,46 STREET,,,41933818,1006948,211179,0
452,ADDRESS,HPD,Department of Housing Preservation and Development,3016650078,BROOKLYN,,,,BROOKLYN,2019-03-12T21:36:09.000,03 BROOKLYN,HEAT/HOT WATER,2019-03-11T02:30:15.000,,,APARTMENT ONLY,,N/A,437 MACON STREET,11233,,,40.68288576881851,"{'type': 'Point', 'coordinates': [-73.934018859911, 40.682885768819]}",RESIDENTIAL BUILDING,-73.93401885991142,MOBILE,BROOKLYN,Unspecified,2019-03-12T21:36:09.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,MACON STREET,,,41930282,1002550,188077,1
453,ADDRESS,NYPD,New York City Police Department,2031030026,BRONX,,,,BRONX,2019-03-11T07:18:55.000,06 BRONX,Noise - Vehicle,2019-03-11T02:30:25.000,EAST 183 STREET,EAST 187 STREET,Car/Truck Music,2019-03-11T10:30:25.000,Precinct,2350 BEAUMONT AVENUE,10458,,,40.85335317151994,"{'type': 'Point', 'coordinates': [-73.884847948909, 40.85335317152]}",Street/Sidewalk,-73.88484794890933,PHONE,BRONX,Unspecified,2019-03-11T07:18:55.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,BEAUMONT AVENUE,,,41925616,1016106,250198,0
454,ADDRESS,NYPD,New York City Police Department,3072420042,BROOKLYN,,,,BROOKLYN,2019-03-11T03:44:46.000,13 BROOKLYN,Noise - Residential,2019-03-11T02:30:56.000,EAST 6 STREET,HUBBARD STREET,Loud Music/Party,2019-03-11T10:30:56.000,Precinct,2947 SHORE PARKWAY,11235,,,40.584750573001244,"{'type': 'Point', 'coordinates': [-73.962860043871, 40.584750573001]}",Residential Building/House,-73.9628600438706,PHONE,BROOKLYN,Unspecified,2019-03-11T03:44:46.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,SHORE PARKWAY,,,41929290,994566,152319,1
455,ADDRESS,NYPD,New York City Police Department,2028650015,BRONX,,,,BRONX,2019-03-11T17:57:20.000,04 BRONX,Illegal Parking,2019-03-11T02:31:11.000,CROMWELL AVENUE,GOBLE PLACE,Posted Parking Sign Violation,2019-03-11T10:31:11.000,Precinct,1508 MACOMBS ROAD,10452,,,40.843428958057444,"{'type': 'Point', 'coordinates': [-73.917667879911, 40.843428958057]}",Street/Sidewalk,-73.91766787991108,ONLINE,BRONX,Unspecified,2019-03-11T17:57:20.000,This complaint does not fall under the Police Department's jurisdiction.,,Closed,MACOMBS ROAD,,,41926257,1007030,246572,0
456,ADDRESS,DFTA,Department for the Aging,1009960014,MANHATTAN,,,,NEW YORK,2019-03-26T13:11:54.000,05 MANHATTAN,Senior Center Complaint,2019-03-11T02:32:35.000,AVENUE OF THE AMERICAS,BROADWAY,N/A,2019-03-25T02:32:33.000,N/A,127 WEST 43 STREET,10036,,,40.75587305926563,"{'type': 'Point', 'coordinates': [-73.984453982208, 40.755873059266]}",Senior Center,-73.9844539822084,ONLINE,MANHATTAN,Unspecified,2019-03-26T13:11:54.000,"The Department for the Aging reviewed the Service Request and made the appropriate unit or contractor aware of the situation. If further assistance is needed, please open a new Service Request with additional information.",,Closed,WEST 43 STREET,,,41932335,988557,214662,1
457,ADDRESS,HPD,Department of Housing Preservation and Development,1018260013,MANHATTAN,,,,NEW YORK,2019-03-14T02:06:06.000,10 MANHATTAN,HEAT/HOT WATER,2019-03-11T02:33:17.000,,,ENTIRE BUILDING,,N/A,225 CENTRAL PARK NORTH,10026,,,40.79985020922927,"{'type': 'Point', 'coordinates': [-73.956260353715, 40.799850209229]}",RESIDENTIAL BUILDING,-73.95626035371505,PHONE,MANHATTAN,Unspecified,2019-03-14T02:06:06.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,CENTRAL PARK NORTH,,,41929775,996360,230687,0
458,ADDRESS,NYPD,New York City Police Department,1011430060,MANHATTAN,,,,NEW YORK,2019-03-11T04:25:05.000,07 MANHATTAN,Noise - Vehicle,2019-03-11T02:33:42.000,COLUMBUS AVENUE,AMSTERDAM AVENUE,Engine Idling,2019-03-11T10:33:42.000,Precinct,166 WEST 72 STREET,10023,,,40.778222922769814,"{'type': 'Point', 'coordinates': [-73.98073697645, 40.77822292277]}",Street/Sidewalk,-73.98073697645005,MOBILE,MANHATTAN,Unspecified,2019-03-11T04:25:05.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,WEST 72 STREET,,,41930851,989585,222805,0
459,ADDRESS,NYPD,New York City Police Department,4123900265,QUEENS,,,,JAMAICA,2019-03-11T09:40:16.000,12 QUEENS,Blocked Driveway,2019-03-11T02:34:12.000,172 STREET,MERRILL STREET,No Access,2019-03-11T10:34:12.000,Precinct,172-03 BAISLEY BOULEVARD,11434,,,40.681863344347754,"{'type': 'Point', 'coordinates': [-73.771870765404, 40.681863344348]}",Street/Sidewalk,-73.77187076540385,PHONE,QUEENS,Unspecified,2019-03-11T09:40:16.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,BAISLEY BOULEVARD,,,41934607,1047523,187780,0
460,ADDRESS,NYPD,New York City Police Department,4023270010,QUEENS,,,,WOODSIDE,2019-03-11T05:32:31.000,02 QUEENS,Noise - Vehicle,2019-03-11T02:34:31.000,58 STREET,BEND,Engine Idling,2019-03-11T10:34:31.000,Precinct,48-41 58 PLACE,11377,,,40.73792003745557,"{'type': 'Point', 'coordinates': [-73.908499134663, 40.737920037456]}",Street/Sidewalk,-73.90849913466283,PHONE,QUEENS,Unspecified,2019-03-11T05:32:31.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,58 PLACE,,,41934599,1009607,208134,0
461,ADDRESS,HPD,Department of Housing Preservation and Development,4156100001,QUEENS,,,,Far Rockaway,2019-03-11T11:52:36.000,14 QUEENS,HEAT/HOT WATER,2019-03-11T02:35:26.000,,,APARTMENT ONLY,,N/A,711 SEAGIRT AVENUE,11691,,,40.59599553669944,"{'type': 'Point', 'coordinates': [-73.742187072717, 40.595995536699]}",RESIDENTIAL BUILDING,-73.74218707271653,PHONE,QUEENS,Unspecified,2019-03-11T11:52:36.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,SEAGIRT AVENUE,,,41935157,1055848,156519,1
462,ADDRESS,NYPD,New York City Police Department,2028650015,BRONX,,,,BRONX,2019-03-11T17:57:21.000,04 BRONX,Noise - Vehicle,2019-03-11T02:35:51.000,CROMWELL AVENUE,GOBLE PLACE,Engine Idling,2019-03-11T10:35:51.000,Precinct,1508 MACOMBS ROAD,10452,,,40.843428958057444,"{'type': 'Point', 'coordinates': [-73.917667879911, 40.843428958057]}",Street/Sidewalk,-73.91766787991108,ONLINE,BRONX,Unspecified,2019-03-11T17:57:21.000,This complaint does not fall under the Police Department's jurisdiction.,,Closed,MACOMBS ROAD,,,41929266,1007030,246572,0
463,ADDRESS,NYPD,New York City Police Department,4021130034,QUEENS,,,,REGO PARK,2019-03-11T04:07:57.000,06 QUEENS,Noise - Residential,2019-03-11T02:36:56.000,99 STREET,102 STREET,Banging/Pounding,2019-03-11T10:36:56.000,Precinct,99-65 64 ROAD,11374,,,40.730883886767586,"{'type': 'Point', 'coordinates': [-73.853971958816, 40.730883886768]}",Residential Building/House,-73.85397195881608,PHONE,QUEENS,Unspecified,2019-03-11T04:07:57.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,64 ROAD,,,41926255,1024722,205591,0
464,INTERSECTION,DOT,Department of Transportation,,BROOKLYN,,,,BROOKLYN,2019-03-11T03:38:00.000,11 BROOKLYN,Traffic Signal Condition,2019-03-11T02:37:00.000,,,Controller,,N/A,,11214,BAY PARKWAY,86 STREET,40.60194983071301,"{'type': 'Point', 'coordinates': [-73.993809613318, 40.601949830713]}",,-73.99380961331761,UNKNOWN,BROOKLYN,Unspecified,2019-03-11T03:38:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,41934683,985969,158583,1
465,ADDRESS,NYPD,New York City Police Department,4095700001,QUEENS,,,,SOUTH RICHMOND HILL,2019-03-11T04:02:53.000,10 QUEENS,Noise - Vehicle,2019-03-11T02:37:35.000,LIBERTY AVENUE,107 AVENUE,Car/Truck Music,2019-03-11T10:37:35.000,Precinct,104-13 116 STREET,11419,,,40.68550519552566,"{'type': 'Point', 'coordinates': [-73.826671816972, 40.685505195526]}",Street/Sidewalk,-73.82667181697236,ONLINE,QUEENS,Unspecified,2019-03-11T04:02:53.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,116 STREET,,,41927715,1032321,189072,0
466,ADDRESS,NYPD,New York City Police Department,2030890037,BRONX,,,,BRONX,2019-03-11T07:18:55.000,06 BRONX,Noise - Street/Sidewalk,2019-03-11T02:37:55.000,EAST 183 STREET,EAST 187 STREET,Loud Music/Party,2019-03-11T10:37:55.000,Precinct,2353 BEAUMONT AVENUE,10458,,,40.853353196773746,"{'type': 'Point', 'coordinates': [-73.884873252257, 40.853353196774]}",Street/Sidewalk,-73.88487325225654,PHONE,BRONX,Unspecified,2019-03-11T07:18:55.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,BEAUMONT AVENUE,,,41932284,1016099,250198,0
467,ADDRESS,NYPD,New York City Police Department,2030580017,BRONX,,,,BRONX,2019-03-11T07:17:52.000,06 BRONX,Noise - Residential,2019-03-11T02:38:51.000,WASHINGTON AVENUE,BATHGATE AVENUE,Loud Music/Party,2019-03-11T10:38:51.000,Precinct,490 EAST 189 STREET,10458,,,40.85912695724052,"{'type': 'Point', 'coordinates': [-73.889364036968, 40.859126957241]}",Residential Building/House,-73.88936403696809,ONLINE,BRONX,Unspecified,2019-03-11T07:17:52.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,,Closed,EAST 189 STREET,,,41932186,1014854,252300,0
468,ADDRESS,NYPD,New York City Police Department,2057717501,BRONX,,,,BRONX,2019-03-11T05:37:34.000,08 BRONX,Noise - Residential,2019-03-11T02:39:34.000,RIVERDALE AVENUE,WEST 238 STREET,Loud Music/Party,2019-03-11T10:39:34.000,Precinct,3636 FIELDSTON ROAD,10463,,,40.88743152525416,"{'type': 'Point', 'coordinates': [-73.906307823886, 40.887431525254]}",Residential Building/House,-73.90630782388635,PHONE,BRONX,Unspecified,2019-03-11T05:37:34.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,FIELDSTON ROAD,,,41926256,1010156,262607,0
469,ADDRESS,NYPD,New York City Police Department,2032560064,BRONX,,,,BRONX,2019-03-11T04:57:16.000,08 BRONX,Noise - Residential,2019-03-11T02:40:16.000,WEST KINGSBRIDGE ROAD,WEST 229 STREET,Loud Music/Party,2019-03-11T10:40:16.000,Precinct,2834 HEATH AVENUE,10463,,,40.87350861612905,"{'type': 'Point', 'coordinates': [-73.904071142543, 40.873508616129]}",Residential Building/House,-73.90407114254262,PHONE,BRONX,Unspecified,2019-03-11T04:57:16.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,,Closed,HEATH AVENUE,,,41927730,1010780,257535,0
470,ADDRESS,DSNY,Department of Sanitation,3067230024,BROOKLYN,,,,BROOKLYN,2019-03-13T00:00:00.000,14 BROOKLYN,Request Large Bulky Item Collection,2019-03-11T02:41:00.000,AVENUE K,AVENUE L,Request Large Bulky Item Collection,,N/A,1142 EAST   13 STREET,11230,,,40.62150880710829,"{'type': 'Point', 'coordinates': [-73.962601844564, 40.621508807108]}",Sidewalk,-73.96260184456446,PHONE,BROOKLYN,Unspecified,2019-03-13T00:00:00.000,,,Closed,EAST   13 STREET,,,41931428,994632,165711,0
471,ADDRESS,NYPD,New York City Police Department,3053570064,BROOKLYN,,,,BROOKLYN,2019-03-12T01:11:09.000,12 BROOKLYN,Blocked Driveway,2019-03-11T02:42:05.000,BEVERLEY ROAD,AVENUE C,Partial Access,2019-03-11T10:42:05.000,Precinct,429 EAST 5 STREET,11218,,,40.64183737626572,"{'type': 'Point', 'coordinates': [-73.975209237848, 40.641837376266]}",Street/Sidewalk,-73.97520923784833,ONLINE,BROOKLYN,Unspecified,2019-03-12T01:11:09.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,EAST 5 STREET,,,41935215,991130,173116,0
472,ADDRESS,NYPD,New York City Police Department,3033770035,BROOKLYN,,,,BROOKLYN,2019-03-11T07:21:58.000,04 BROOKLYN,Noise - Commercial,2019-03-11T02:43:44.000,PUTNAM AVENUE,CORNELIA STREET,Loud Music/Party,2019-03-11T10:43:44.000,Precinct,664 KNICKERBOCKER AVENUE,11221,,,40.69499718703465,"{'type': 'Point', 'coordinates': [-73.911673784002, 40.694997187035]}",Club/Bar/Restaurant,-73.9116737840018,PHONE,BROOKLYN,Unspecified,2019-03-11T07:21:58.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,KNICKERBOCKER AVENUE,,,41932194,1008743,192495,0
473,ADDRESS,NYPD,New York City Police Department,4095690142,QUEENS,,,,SOUTH RICHMOND HILL,2019-03-11T04:02:53.000,10 QUEENS,Noise - Residential,2019-03-11T02:44:10.000,132 STREET,133 STREET,Loud Music/Party,2019-03-11T10:44:10.000,Precinct,132-03 LIBERTY AVENUE,11419,,,40.690645570081486,"{'type': 'Point', 'coordinates': [-73.813987133411, 40.690645570081]}",Residential Building/House,-73.8139871334107,PHONE,QUEENS,Unspecified,2019-03-11T04:02:53.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,LIBERTY AVENUE,,,41924707,1035835,190952,0
474,ADDRESS,NYPD,New York City Police Department,5008090024,STATEN ISLAND,,,,STATEN ISLAND,2019-03-11T06:43:16.000,02 STATEN ISLAND,Noise - Vehicle,2019-03-11T02:45:29.000,LIVINGSTON AVENUE,GRAVES STREET,Car/Truck Horn,2019-03-11T10:45:29.000,Precinct,222 HOLDEN BOULEVARD,10314,,,40.604021318844964,"{'type': 'Point', 'coordinates': [-74.128972237757, 40.604021318845]}",Street/Sidewalk,-74.12897223775704,ONLINE,STATEN ISLAND,Unspecified,2019-03-11T06:43:16.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,HOLDEN BOULEVARD,,,41929181,948437,159364,0
475,ADDRESS,NYPD,New York City Police Department,4120060090,QUEENS,,,,JAMAICA,2019-03-11T10:43:26.000,12 QUEENS,Illegal Parking,2019-03-11T02:45:55.000,116 AVENUE,FOCH BOULEVARD,Blocked Sidewalk,2019-03-11T10:45:55.000,Precinct,116-13 146 STREET,11436,,,40.68143254462097,"{'type': 'Point', 'coordinates': [-73.795289694586, 40.681432544621]}",Street/Sidewalk,-73.79528969458576,PHONE,QUEENS,Unspecified,2019-03-11T10:43:26.000,The Police Department issued a summons in response to the complaint.,,Closed,146 STREET,,,41933198,1041028,187607,1
476,ADDRESS,NYPD,New York City Police Department,4015490025,QUEENS,,,,ELMHURST,2019-03-11T03:42:44.000,04 QUEENS,Noise - Commercial,2019-03-11T02:46:16.000,JUSTICE AVENUE,GRAND AVENUE,Loud Talking,2019-03-11T10:46:16.000,Precinct,86-34A BROADWAY,11373,,,40.73758904638021,"{'type': 'Point', 'coordinates': [-73.877250071906, 40.73758904638]}",Club/Bar/Restaurant,-73.87725007190566,PHONE,QUEENS,Unspecified,2019-03-11T03:42:44.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,BROADWAY,,,41933963,1018267,208024,0
477,ADDRESS,NYPD,New York City Police Department,1020110026,MANHATTAN,,,,NEW YORK,2019-03-11T04:27:05.000,10 MANHATTAN,Noise - Street/Sidewalk,2019-03-11T02:47:43.000,LENOX AVENUE,7 AVENUE,Loud Music/Party,2019-03-11T10:47:43.000,Precinct,117 WEST 142 STREET,10030,,,40.818827274075424,"{'type': 'Point', 'coordinates': [-73.938349612401, 40.818827274075]}",Street/Sidewalk,-73.93834961240144,MOBILE,MANHATTAN,Unspecified,2019-03-11T04:27:05.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,WEST 142 STREET,,,41932219,1001314,237604,0
478,ADDRESS,NYPD,New York City Police Department,2024490007,BRONX,,,,BRONX,2019-03-11T17:58:22.000,04 BRONX,Blocked Driveway,2019-03-11T02:47:49.000,EAST 166 STREET,MCCLELLAN STREET,No Access,2019-03-11T10:47:49.000,Precinct,1116 GRANT AVENUE,10456,,,40.83142804760771,"{'type': 'Point', 'coordinates': [-73.916233685603, 40.831428047608]}",Street/Sidewalk,-73.91623368560293,PHONE,BRONX,Unspecified,2019-03-11T17:58:22.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,GRANT AVENUE,,,41930240,1007431,242200,0
479,ADDRESS,NYPD,New York City Police Department,2032530097,BRONX,,,,BRONX,2019-03-11T04:11:58.000,08 BRONX,Blocked Driveway,2019-03-11T02:49:04.000,WEST KINGSBRIDGE ROAD,WEST 229 STREET,Partial Access,2019-03-11T10:49:04.000,Precinct,2788 KINGSBRIDGE TERRACE,10463,,,40.87261860243233,"{'type': 'Point', 'coordinates': [-73.903193783137, 40.872618602432]}",Street/Sidewalk,-73.903193783137,PHONE,BRONX,Unspecified,2019-03-11T04:11:58.000,The Police Department issued a summons in response to the complaint.,,Closed,KINGSBRIDGE TERRACE,,,41933711,1011023,257211,1
480,ADDRESS,HPD,Department of Housing Preservation and Development,3046920077,BROOKLYN,,,,BROOKLYN,2019-03-14T02:10:01.000,17 BROOKLYN,HEAT/HOT WATER,2019-03-11T02:49:19.000,,,ENTIRE BUILDING,,N/A,451 EAST   95 STREET,11212,,,40.65621784571524,"{'type': 'Point', 'coordinates': [-73.917524103561, 40.656217845715]}",RESIDENTIAL BUILDING,-73.91752410356119,PHONE,BROOKLYN,Unspecified,2019-03-14T02:10:01.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,EAST   95 STREET,,,41931890,1007134,178365,1
481,ADDRESS,DSNY,Department of Sanitation,4120390028,QUEENS,,,,Jamaica,2019-03-15T00:00:00.000,12 QUEENS,Request Large Bulky Item Collection,2019-03-11T02:50:00.000,142 PLACE,143 STREET,Request Large Bulky Item Collection,,N/A,142-45 ROCKAWAY BOULEVARD,11436,,,40.673989230392735,"{'type': 'Point', 'coordinates': [-73.797140304143, 40.673989230393]}",Sidewalk,-73.79714030414313,PHONE,QUEENS,Unspecified,2019-03-15T00:00:00.000,,,Closed,ROCKAWAY BOULEVARD,,,41932839,1040521,184894,0
482,ADDRESS,NYPD,New York City Police Department,1004510032,MANHATTAN,,,,NEW YORK,2019-03-11T04:39:09.000,03 MANHATTAN,Illegal Parking,2019-03-11T02:54:01.000,2 AVENUE,1 AVENUE,Posted Parking Sign Violation,2019-03-11T10:54:01.000,Precinct,242 EAST 10 STREET,10003,,,40.72893887472053,"{'type': 'Point', 'coordinates': [-73.984857147667, 40.728938874721]}",Street/Sidewalk,-73.98485714766721,MOBILE,MANHATTAN,Unspecified,2019-03-11T04:39:09.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,EAST 10 STREET,,,41930882,988447,204849,0
483,BLOCKFACE,DEP,Department of Environmental Protection,,BROOKLYN,,,,BROOKLYN,2019-03-12T05:30:00.000,01 BROOKLYN,Noise,2019-03-11T02:58:00.000,NORTH    4 STREET,METROPOLITAN AVENUE,Noise: Private Carting Noise (NQ1),,N/A,DRIGGS AVENUE,11211,,,40.715098815474725,"{'type': 'Point', 'coordinates': [-73.958520012429, 40.715098815475]}",,-73.95852001242939,PHONE,BROOKLYN,Unspecified,2019-03-12T05:30:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,DRIGGS AVENUE,,,41932705,995749,199809,0
484,ADDRESS,HPD,Department of Housing Preservation and Development,2043220032,BRONX,,,,BRONX,2019-03-14T02:06:20.000,11 BRONX,HEAT/HOT WATER,2019-03-11T02:58:02.000,,,APARTMENT ONLY,,N/A,2194 BARNES AVENUE,10462,,,40.85632746073826,"{'type': 'Point', 'coordinates': [-73.863800277907, 40.856327460738]}",RESIDENTIAL BUILDING,-73.86380027790659,PHONE,BRONX,Unspecified,2019-03-14T02:06:20.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,BARNES AVENUE,,,41934311,1021927,251290,0
485,ADDRESS,HPD,Department of Housing Preservation and Development,1021340100,MANHATTAN,,,,NEW YORK,2019-03-13T18:59:46.000,12 MANHATTAN,HEAT/HOT WATER,2019-03-11T02:58:48.000,,,ENTIRE BUILDING,,N/A,605 WEST  156 STREET,10032,,,40.83364975163264,"{'type': 'Point', 'coordinates': [-73.945830685856, 40.833649751633]}",RESIDENTIAL BUILDING,-73.94583068585648,MOBILE,MANHATTAN,Unspecified,2019-03-13T18:59:46.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,WEST  156 STREET,,,41932961,999240,243003,1
486,ADDRESS,NYPD,New York City Police Department,4027970021,QUEENS,,,,MASPETH,2019-03-11T03:13:23.000,05 QUEENS,Noise - Commercial,2019-03-11T02:59:35.000,71 STREET,72 STREET,Banging/Pounding,2019-03-11T10:59:35.000,Precinct,71-10 GRAND AVENUE,11378,,,40.727840825669965,"{'type': 'Point', 'coordinates': [-73.892107575197, 40.72784082567]}",Store/Commercial,-73.89210757519719,PHONE,QUEENS,Unspecified,2019-03-11T03:13:23.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,GRAND AVENUE,,,41931780,1014154,204467,1
487,ADDRESS,HPD,Department of Housing Preservation and Development,1018260013,MANHATTAN,,,,NEW YORK,2019-03-14T02:06:06.000,10 MANHATTAN,HEAT/HOT WATER,2019-03-11T03:00:04.000,,,ENTIRE BUILDING,,N/A,225 CENTRAL PARK NORTH,10026,,,40.79985020922927,"{'type': 'Point', 'coordinates': [-73.956260353715, 40.799850209229]}",RESIDENTIAL BUILDING,-73.95626035371505,PHONE,MANHATTAN,Unspecified,2019-03-14T02:06:06.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,CENTRAL PARK NORTH,,,41928412,996360,230687,0
488,ADDRESS,NYPD,New York City Police Department,1022430268,MANHATTAN,,,,NEW YORK,2019-03-11T04:55:14.000,12 MANHATTAN,Noise - Commercial,2019-03-11T03:00:17.000,WEST 216 STREET,WEST 218 STREET,Loud Music/Party,2019-03-11T11:00:17.000,Precinct,5085 BROADWAY,10034,,,40.87071467553367,"{'type': 'Point', 'coordinates': [-73.914763220059, 40.870714675534]}",Club/Bar/Restaurant,-73.91476322005906,PHONE,MANHATTAN,Unspecified,2019-03-11T04:55:14.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,BROADWAY,,,41927164,1007824,256514,1
489,ADDRESS,DSNY,A - Bronx,2028650015,BRONX,,,,BRONX,2019-03-13T12:00:00.000,04 BRONX,Dirty Conditions,2019-03-11T03:01:00.000,CROMWELL AVENUE,GOBLE PLACE,E3 Dirty Sidewalk,,N/A,1508 MACOMBS ROAD,10452,,,40.843428958057444,"{'type': 'Point', 'coordinates': [-73.917667879911, 40.843428958057]}",Sidewalk,-73.91766787991108,ONLINE,BRONX,Unspecified,2019-03-13T12:00:00.000,The Department of Sanitation investigated this complaint and found no violation at the location.,,Closed,MACOMBS ROAD,,,41933612,1007030,246572,0
490,ADDRESS,HPD,Department of Housing Preservation and Development,4001940007,QUEENS,,,,Sunnyside,2019-03-13T10:20:19.000,02 QUEENS,HEAT/HOT WATER,2019-03-11T03:01:19.000,,,ENTIRE BUILDING,,N/A,45-41 39 PLACE,11104,,,40.742946866747495,"{'type': 'Point', 'coordinates': [-73.925366878669, 40.742946866747]}",RESIDENTIAL BUILDING,-73.92536687866857,ONLINE,QUEENS,Unspecified,2019-03-13T10:20:19.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,39 PLACE,,,41935992,1004931,209961,0
491,ADDRESS,NYPD,New York City Police Department,1016470001,MANHATTAN,,,,NEW YORK,2019-03-11T05:12:24.000,11 MANHATTAN,Noise - Residential,2019-03-11T03:03:11.000,EAST 97 STREET,EAST 98 STREET,Banging/Pounding,2019-03-11T11:03:11.000,Precinct,1761 THIRD AVENUE,10029,,,40.786134385666685,"{'type': 'Point', 'coordinates': [-73.948624627155, 40.786134385667]}",Residential Building/House,-73.94862462715466,ONLINE,MANHATTAN,Unspecified,2019-03-11T05:12:24.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,THIRD AVENUE,,,41926248,998477,225691,1
492,ADDRESS,HPD,Department of Housing Preservation and Development,2033510035,BRONX,,,,BRONX,2019-03-13T16:04:33.000,07 BRONX,PAINT/PLASTER,2019-03-11T03:03:22.000,,,CEILING,,N/A,344 EAST  209 STREET,10467,,,40.876575692327876,"{'type': 'Point', 'coordinates': [-73.873977711459, 40.876575692328]}",RESIDENTIAL BUILDING,-73.87397771145856,PHONE,BRONX,Unspecified,2019-03-13T16:04:33.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,EAST  209 STREET,,,41926769,1019101,258663,0
493,ADDRESS,HPD,Department of Housing Preservation and Development,2033510035,BRONX,,,,BRONX,2019-03-13T16:04:33.000,07 BRONX,PAINT/PLASTER,2019-03-11T03:03:22.000,,,CEILING,,N/A,344 EAST  209 STREET,10467,,,40.876575692327876,"{'type': 'Point', 'coordinates': [-73.873977711459, 40.876575692328]}",RESIDENTIAL BUILDING,-73.87397771145856,PHONE,BRONX,Unspecified,2019-03-13T16:04:33.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,EAST  209 STREET,,,41932916,1019101,258663,0
